plz	ort	landkreis	bundesland
74211	Leingarten	Landkreis Heilbronn	Baden-Württemberg
56291	Leiningen	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
76829	Leinsweiler	Landkreis Südliche Weinstraße	Rheinland-Pfalz
73575	Leinzell	Ostalbkreis	Baden-Württemberg
89340	Leipheim	Landkreis Günzburg	Bayern
04103	Leipzig		Sachsen
04105	Leipzig		Sachsen
04107	Leipzig		Sachsen
04109	Leipzig		Sachsen
04129	Leipzig		Sachsen
04155	Leipzig		Sachsen
04157	Leipzig		Sachsen
04158	Leipzig		Sachsen
04159	Leipzig		Sachsen
04177	Leipzig		Sachsen
04178	Leipzig		Sachsen
04179	Leipzig		Sachsen
04205	Leipzig		Sachsen
04207	Leipzig		Sachsen
04209	Leipzig		Sachsen
04229	Leipzig		Sachsen
04249	Leipzig		Sachsen
04275	Leipzig		Sachsen
04277	Leipzig		Sachsen
04279	Leipzig		Sachsen
04288	Leipzig		Sachsen
04289	Leipzig		Sachsen
04299	Leipzig		Sachsen
04315	Leipzig		Sachsen
04316	Leipzig		Sachsen
04317	Leipzig		Sachsen
04318	Leipzig		Sachsen
04319	Leipzig		Sachsen
04328	Leipzig		Sachsen
04329	Leipzig		Sachsen
04347	Leipzig		Sachsen
04349	Leipzig		Sachsen
04356	Leipzig		Sachsen
04357	Leipzig		Sachsen
55767	Leisel	Landkreis Birkenfeld	Rheinland-Pfalz
04703	Leisnig	Landkreis Mittelsachsen	Sachsen
55779	Leitzweiler	Landkreis Birkenfeld	Rheinland-Pfalz
54340	Leiwen	Landkreis Trier-Saarburg	Rheinland-Pfalz
17209	Leizen	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
17168	Lelkendorf	Landkreis Rostock	Mecklenburg-Vorpommern
66969	Lemberg	Landkreis Südwestpfalz	Rheinland-Pfalz
49459	Lembruch	Landkreis Diepholz	Niedersachsen
49448	Lemförde	Landkreis Diepholz	Niedersachsen
32657	Lemgo	Kreis Lippe	Nordrhein-Westfalen
29485	Lemgow	Landkreis Lüchow-Dannenberg	Niedersachsen
07819	Lemnitz	Saale-Orla-Kreis	Thüringen
27809	Lemwerder	Landkreis Wesermarsch	Niedersachsen
84435	Lengdorf	Landkreis Erding	Bayern
38268	Lengede	Landkreis Peine	Niedersachsen
27419	Lengenbostel	Landkreis Rotenburg (Wümme)	Niedersachsen
08485	Lengenfeld	Vogtlandkreis	Sachsen
87663	Lengenwang	Landkreis Ostallgäu	Bayern
49525	Lengerich	Kreis Steinfurt	Nordrhein-Westfalen
49838	Lengerich	Landkreis Emsland	Niedersachsen
98660	Lengfeld	Landkreis Hildburghausen	Thüringen
83661	Lenggries	Landkreis Bad Tölz-Wolfratshausen	Bayern
37627	Lenne	Landkreis Holzminden	Niedersachsen
57368	Lennestadt	Kreis Olpe	Nordrhein-Westfalen
73252	Lenningen	Landkreis Esslingen	Baden-Württemberg
73266	Lenningen	Landkreis Esslingen	Baden-Württemberg
23738	Lensahn	Kreis Ostholstein	Schleswig-Holstein
37318	Lenterode	Landkreis Eichsfeld	Thüringen
24632	Lentföhrden	Kreis Segeberg	Schleswig-Holstein
24640	Lentföhrden	Kreis Segeberg	Schleswig-Holstein
85101	Lenting	Landkreis Eichstätt	Bayern
19309	Lenzen (Elbe)	Landkreis Prignitz	Brandenburg
19309	Lenzerwische	Landkreis Prignitz	Brandenburg
79853	Lenzkirch	Landkreis Breisgau-Hochschwarzwald	Baden-Württemberg
71229	Leonberg	Landkreis Böblingen	Baden-Württemberg
95666	Leonberg	Landkreis Tirschenreuth	Bayern
17375	Leopoldshagen	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
33818	Leopoldshöhe	Kreis Lippe	Nordrhein-Westfalen
15324	Letschin	Landkreis Märkisch-Oderland	Brandenburg
67823	Lettweiler	Landkreis Bad Kreuznach	Rheinland-Pfalz
09573	Leubsdorf	Landkreis Mittelsachsen	Sachsen
53547	Leubsdorf	Landkreis Neuwied	Rheinland-Pfalz
92705	Leuchtenberg	Landkreis Neustadt an der Waldnaab	Bayern
35638	Leun	Lahn-Dill-Kreis	Hessen
06237	Leuna	Saalekreis	Sachsen-Anhalt
95191	Leupoldsgrün	Landkreis Hof	Bayern
71397	Leutenbach	Rems-Murr-Kreis	Baden-Württemberg
91359	Leutenbach	Landkreis Forchheim	Bayern
07338	Leutenberg	Landkreis Saalfeld-Rudolstadt	Thüringen
56244	Leuterod	Westerwaldkreis	Rheinland-Pfalz
02794	Leutersdorf	Landkreis Görlitz	Sachsen
98617	Leutersdorf	Landkreis Schmalkalden-Meiningen	Thüringen
91578	Leutershausen	Landkreis Ansbach	Bayern
56599	Leutesdorf	Landkreis Neuwied	Rheinland-Pfalz
88299	Leutkirch im Allgäu	Landkreis Ravensburg	Baden-Württemberg
17498	Levenhagen	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
51371	Leverkusen		Nordrhein-Westfalen
51373	Leverkusen		Nordrhein-Westfalen
51375	Leverkusen		Nordrhein-Westfalen
51377	Leverkusen		Nordrhein-Westfalen
51379	Leverkusen		Nordrhein-Westfalen
51381	Leverkusen		Nordrhein-Westfalen
19372	Lewitzrand	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
19374	Lewitzrand	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
25923	Lexgaard	Kreis Nordfriesland	Schleswig-Holstein
35423	Lich	Landkreis Gießen	Hessen
33165	Lichtenau	Kreis Paderborn	Nordrhein-Westfalen
09244	Lichtenau	Landkreis Mittelsachsen	Sachsen
91586	Lichtenau	Landkreis Ansbach	Bayern
77839	Lichtenau	Landkreis Rastatt	Baden-Württemberg
95192	Lichtenberg	Landkreis Hof	Bayern
01896	Lichtenberg	Landkreis Bautzen	Sachsen
09638	Lichtenberg/Erzgebirge	Landkreis Mittelsachsen	Sachsen
54619	Lichtenborn	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
35104	Lichtenfels	Landkreis Waldeck-Frankenberg	Hessen
96215	Lichtenfels	Landkreis Lichtenfels	Bayern
72805	Lichtenstein	Landkreis Reutlingen	Baden-Württemberg
09350	Lichtenstein/Sachsen	Landkreis Zwickau	Sachsen
08115	Lichtentanne	Landkreis Zwickau	Sachsen
73669	Lichtenwald	Landkreis Esslingen	Baden-Württemberg
03238	Lichterfeld-Schacksdorf	Landkreis Elbe-Elster	Brandenburg
34396	Liebenau	Landkreis Kassel	Hessen
31618	Liebenau	Landkreis Nienburg/Weser	Niedersachsen
38704	Liebenburg	Landkreis Goslar	Niedersachsen
56479	Liebenscheid	Westerwaldkreis	Rheinland-Pfalz
16559	Liebenwalde	Landkreis Oberhavel	Brandenburg
15868	Lieberose	Landkreis Dahme-Spreewald	Brandenburg
04758	Liebschützberg	Landkreis Nordsachsen	Sachsen
55494	Liebshausen	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
01825	Liebstadt	Landkreis Sächsische Schweiz-Osterzgebirge	Sachsen
65835	Liederbach	Main-Taunus-Kreis	Hessen
56290	Lieg	Landkreis Cochem-Zell	Rheinland-Pfalz
49536	Lienen	Kreis Steinfurt	Nordrhein-Westfalen
16248	Liepe	Landkreis Barnim	Brandenburg
17375	Liepgarten	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
54597	Lierfeld	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
56357	Lierschied	Rhein-Lahn-Kreis	Rheinland-Pfalz
56858	Liesenich	Landkreis Cochem-Zell	Rheinland-Pfalz
54470	Lieser	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
54636	Ließem	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
25770	Lieth	Kreis Dithmarschen	Schleswig-Holstein
15306	Lietzen	Landkreis Märkisch-Oderland	Brandenburg
18528	Lietzow	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
28865	Lilienthal	Landkreis Osterholz	Niedersachsen
74838	Limbach	Neckar-Odenwald-Kreis	Baden-Württemberg
08468	Limbach	Vogtlandkreis	Sachsen
08491	Limbach	Vogtlandkreis	Sachsen
57629	Limbach	Westerwaldkreis	Rheinland-Pfalz
55606	Limbach	Landkreis Bad Kreuznach	Rheinland-Pfalz
09212	Limbach-Oberfrohna	Landkreis Zwickau	Sachsen
65549	Limburg a. d. Lahn	Landkreis Limburg-Weilburg	Hessen
65550	Limburg a. d. Lahn	Landkreis Limburg-Weilburg	Hessen
65551	Limburg a. d. Lahn	Landkreis Limburg-Weilburg	Hessen
65552	Limburg a. d. Lahn	Landkreis Limburg-Weilburg	Hessen
65553	Limburg a. d. Lahn	Landkreis Limburg-Weilburg	Hessen
65554	Limburg a. d. Lahn	Landkreis Limburg-Weilburg	Hessen
65555	Limburg a. d. Lahn	Landkreis Limburg-Weilburg	Hessen
65556	Limburg a. d. Lahn	Landkreis Limburg-Weilburg	Hessen
67117	Limburgerhof	Rhein-Pfalz-Kreis	Rheinland-Pfalz
63694	Limeshain	Wetteraukreis	Hessen
22959	Linau	Kreis Herzogtum Lauenburg	Schleswig-Holstein
56729	Lind	Landkreis Mayen-Koblenz	Rheinland-Pfalz
53506	Lind	Landkreis Ahrweiler	Rheinland-Pfalz
07580	Linda b. Weida	Landkreis Greiz	Thüringen
24214	Lindau	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
88131	Lindau (Bodensee)	Landkreis Lindau	Bayern
94227	Lindberg	Landkreis Regen	Bayern
35440	Linden	Landkreis Gießen	Hessen
57629	Linden	Westerwaldkreis	Rheinland-Pfalz
25791	Linden	Kreis Dithmarschen	Schleswig-Holstein
66851	Linden	Landkreis Kaiserslautern	Rheinland-Pfalz
67706	Linden	Landkreis Kaiserslautern	Rheinland-Pfalz
01945	Lindenau	Landkreis Oberspreewald-Lausitz	Brandenburg
67473	Lindenberg	Landkreis Bad Dürkheim	Rheinland-Pfalz
17111	Lindenberg	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
88161	Lindenberg im Allgäu	Landkreis Lindau	Bayern
15306	Lindendorf	Landkreis Märkisch-Oderland	Brandenburg
64678	Lindenfels	Kreis Bergstraße	Hessen
07589	Lindenkreuz	Landkreis Greiz	Thüringen
55481	Lindenschied	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
49699	Lindern (Oldenburg)	Landkreis Cloppenburg	Niedersachsen
17349	Lindetal	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
37318	Lindewerra	Landkreis Eichsfeld	Thüringen
24969	Lindewitt	Kreis Schleswig-Flensburg	Schleswig-Holstein
18334	Lindholz	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
31698	Lindhorst	Landkreis Schaumburg	Niedersachsen
07768	Lindig	Saale-Holzland-Kreis	Thüringen
51789	Lindlar	Oberbergischer Kreis	Nordrhein-Westfalen
16835	Lindow (Mark)	Landkreis Ostprignitz-Ruppin	Brandenburg
29690	Lindwedel	Landkreis Heidekreis	Niedersachsen
49808	Lingen (Ems)	Landkreis Emsland	Niedersachsen
49809	Lingen (Ems)	Landkreis Emsland	Niedersachsen
49811	Lingen (Ems)	Landkreis Emsland	Niedersachsen
67360	Lingenfeld	Landkreis Germersheim	Rheinland-Pfalz
56291	Lingerhahn	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
56317	Linkenbach	Landkreis Neuwied	Rheinland-Pfalz
76351	Linkenheim-Hochstetten	Landkreis Karlsruhe	Baden-Württemberg
52441	Linnich	Kreis Düren	Nordrhein-Westfalen
31636	Linsburg	Landkreis Nienburg/Weser	Niedersachsen
63589	Linsengericht	Main-Kinzig-Kreis	Hessen
14822	Linthe	Landkreis Potsdam-Mittelmark	Brandenburg
53545	Linz am Rhein	Landkreis Neuwied	Rheinland-Pfalz
53560	Linz am Rhein	Landkreis Neuwied	Rheinland-Pfalz
07646	Lippersdorf-Erdmannsdorf	Saale-Holzland-Kreis	Thüringen
59510	Lippetal	Kreis Soest	Nordrhein-Westfalen
56357	Lipporn	Rhein-Lahn-Kreis	Rheinland-Pfalz
99752	Lipprechterode	Landkreis Nordhausen	Thüringen
59555	Lippstadt	Kreis Soest	Nordrhein-Westfalen
59556	Lippstadt	Kreis Soest	Nordrhein-Westfalen
59557	Lippstadt	Kreis Soest	Nordrhein-Westfalen
59558	Lippstadt	Kreis Soest	Nordrhein-Westfalen
56767	Lirstal	Landkreis Vulkaneifel	Rheinland-Pfalz
96170	Lisberg	Landkreis Bamberg	Bayern
54587	Lissendorf	Landkreis Vulkaneifel	Rheinland-Pfalz
25992	List auf Sylt	Kreis Nordfriesland	Schleswig-Holstein
96123	Litzendorf	Landkreis Bamberg	Bayern
02708	Löbau	Landkreis Görlitz	Sachsen
74931	Lobbach	Rhein-Neckar-Kreis	Baden-Württemberg
07751	Löberschütz	Saale-Holzland-Kreis	Thüringen
04626	Löbichau	Landkreis Altenburger Land	Thüringen
18314	Löbnitz	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
04509	Löbnitz	Landkreis Nordsachsen	Sachsen
74369	Löchgau	Landkreis Ludwigsburg	Baden-Württemberg
57629	Lochum	Westerwaldkreis	Rheinland-Pfalz
17321	Löcknitz	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
25551	Lockstedt	Kreis Steinburg	Schleswig-Holstein
17459	Loddin	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
04617	Lödla	Landkreis Altenburger Land	Thüringen
56332	Löf	Landkreis Mayen-Koblenz	Rheinland-Pfalz
76597	Loffenau	Landkreis Rastatt	Baden-Württemberg
79843	Löffingen	Landkreis Breisgau-Hochschwarzwald	Baden-Württemberg
25551	Lohbarbek	Kreis Steinburg	Schleswig-Holstein
93470	Lohberg	Landkreis Cham	Bayern
24806	Lohe-Föhrden	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
25746	Lohe-Rickelshof	Kreis Dithmarschen	Schleswig-Holstein
34253	Lohfelden	Landkreis Kassel	Hessen
29303	Lohheide	Landkreis Celle	Niedersachsen
84494	Lohkirchen	Landkreis Mühldorf am Inn	Bayern
07907	Löhma	Saale-Orla-Kreis	Thüringen
53797	Lohmar	Rhein-Sieg-Kreis	Nordrhein-Westfalen
18551	Lohme	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
01847	Lohmen	Landkreis Sächsische Schweiz-Osterzgebirge	Sachsen
18276	Lohmen	Landkreis Rostock	Mecklenburg-Vorpommern
35792	Löhnberg	Landkreis Limburg-Weilburg	Hessen
49393	Lohne	Landkreis Vechta	Niedersachsen
32584	Löhne	Kreis Herford	Nordrhein-Westfalen
67727	Lohnsfeld	Donnersbergkreis	Rheinland-Pfalz
67744	Lohnweiler	Landkreis Kusel	Rheinland-Pfalz
35102	Lohra	Landkreis Marburg-Biedenkopf	Hessen
97816	Lohr am Main	Landkreis Main-Spessart	Bayern
65558	Lohrheim	Rhein-Lahn-Kreis	Rheinland-Pfalz
02999	Lohsa - Łaz	Landkreis Bautzen	Sachsen
84180	Loiching	Landkreis Dingolfing-Landau	Bayern
17509	Loissin	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
24888	Loit	Kreis Schleswig-Flensburg	Schleswig-Holstein
39326	Loitsche-Heinrichsberg	Landkreis Börde	Sachsen-Anhalt
17121	Loitz	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
94359	Loitzendorf	Landkreis Straubing-Bogen	Bayern
35457	Lollar	Landkreis Gießen	Hessen
67744	Löllbach	Landkreis Bad Kreuznach	Rheinland-Pfalz
56357	Lollschied	Rhein-Lahn-Kreis	Rheinland-Pfalz
01623	Lommatzsch	Landkreis Meißen	Sachsen
54338	Longen	Landkreis Trier-Saarburg	Rheinland-Pfalz
54472	Longkamp	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
54340	Longuich	Landkreis Trier-Saarburg	Rheinland-Pfalz
49624	Löningen	Landkreis Cloppenburg	Niedersachsen
91475	Lonnerstadt	Landkreis Erlangen-Höchstadt	Bayern
56295	Lonnig	Landkreis Mayen-Koblenz	Rheinland-Pfalz
89173	Lonsee	Alb-Donau-Kreis	Baden-Württemberg
55237	Lonsheim	Landkreis Alzey-Worms	Rheinland-Pfalz
25582	Looft	Kreis Steinburg	Schleswig-Holstein
24644	Loop	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
24366	Loose	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
24250	Löptin	Kreis Plön	Schleswig-Holstein
65391	Lorch	Rheingau-Taunus-Kreis	Hessen
73547	Lorch	Ostalbkreis	Baden-Württemberg
79539	Lörrach	Landkreis Lörrach	Baden-Württemberg
79540	Lörrach	Landkreis Lörrach	Baden-Württemberg
79541	Lörrach	Landkreis Lörrach	Baden-Württemberg
64653	Lorsch	Kreis Bergstraße	Hessen
54317	Lorscheid	Landkreis Trier-Saarburg	Rheinland-Pfalz
26901	Lorup	Landkreis Emsland	Niedersachsen
55296	Lörzweiler	Landkreis Mainz-Bingen	Rheinland-Pfalz
66679	Losheim am See	Landkreis Merzig-Wadern	Saarland
54492	Lösnich	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
04808	Lossatal	Landkreis Leipzig	Sachsen
72290	Loßburg	Landkreis Freudenstadt	Baden-Württemberg
08294	Lößnitz	Erzgebirgskreis	Sachsen
49504	Lotte	Kreis Steinfurt	Nordrhein-Westfalen
24878	Lottorf	Kreis Schleswig-Flensburg	Schleswig-Holstein
79807	Lottstetten	Landkreis Waldshut	Baden-Württemberg
56843	Lötzbeuren	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
16775	Löwenberger Land	Landkreis Oberhavel	Brandenburg
25864	Löwenstedt	Kreis Nordfriesland	Schleswig-Holstein
74245	Löwenstein	Landkreis Heilbronn	Baden-Württemberg
27612	Loxstedt	Landkreis Cuxhaven	Niedersachsen
32312	Lübbecke	Kreis Minden-Lübbecke	Nordrhein-Westfalen
03222	Lübbenau/Spreewald	Landkreis Oberspreewald-Lausitz	Brandenburg
15907	Lübben (Spreewald)	Landkreis Dahme-Spreewald	Brandenburg
27729	Lübberstedt	Landkreis Osterholz	Niedersachsen
23992	Lübberstorf	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
29488	Lübbow	Landkreis Lüchow-Dannenberg	Niedersachsen
23552	Lübeck		Schleswig-Holstein
23554	Lübeck		Schleswig-Holstein
23556	Lübeck		Schleswig-Holstein
23558	Lübeck		Schleswig-Holstein
23560	Lübeck		Schleswig-Holstein
23562	Lübeck		Schleswig-Holstein
23564	Lübeck		Schleswig-Holstein
23566	Lübeck		Schleswig-Holstein
23568	Lübeck		Schleswig-Holstein
23569	Lübeck		Schleswig-Holstein
23570	Lübeck		Schleswig-Holstein
19077	Lübesse	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
19288	Lüblow	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
17509	Lubmin	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
23972	Lübow	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
17379	Lübs	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
19069	Lübstorf	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
19249	Lübtheen	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
19386	Lübz	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
23898	Lüchow	Kreis Herzogtum Lauenburg	Schleswig-Holstein
29439	Lüchow	Landkreis Lüchow-Dannenberg	Niedersachsen
04613	Lucka	Landkreis Altenburger Land	Thüringen
03229	Luckaitztal	Landkreis Oberspreewald-Lausitz	Brandenburg
15926	Luckau	Landkreis Dahme-Spreewald	Brandenburg
29487	Luckau (Wendland)	Landkreis Lüchow-Dannenberg	Niedersachsen
57629	Luckenbach	Westerwaldkreis	Rheinland-Pfalz
54424	Lückenburg	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
14943	Luckenwalde	Landkreis Teltow-Fläming	Brandenburg
17375	Luckow	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
58507	Lüdenscheid	Märkischer Kreis	Nordrhein-Westfalen
58509	Lüdenscheid	Märkischer Kreis	Nordrhein-Westfalen
58511	Lüdenscheid	Märkischer Kreis	Nordrhein-Westfalen
58513	Lüdenscheid	Märkischer Kreis	Nordrhein-Westfalen
58515	Lüdenscheid	Märkischer Kreis	Nordrhein-Westfalen
29394	Lüder	Landkreis Uelzen	Niedersachsen
21379	Lüdersburg	Landkreis Lüneburg	Niedersachsen
23923	Lüdersdorf	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
31702	Lüdersfeld	Landkreis Schaumburg	Niedersachsen
18314	Lüdershagen	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
59348	Lüdinghausen	Kreis Coesfeld	Nordrhein-Westfalen
36251	Ludwigsau	Landkreis Hersfeld-Rotenburg	Hessen
71634	Ludwigsburg	Landkreis Ludwigsburg	Baden-Württemberg
71636	Ludwigsburg	Landkreis Ludwigsburg	Baden-Württemberg
71638	Ludwigsburg	Landkreis Ludwigsburg	Baden-Württemberg
71640	Ludwigsburg	Landkreis Ludwigsburg	Baden-Württemberg
71642	Ludwigsburg	Landkreis Ludwigsburg	Baden-Württemberg
71672	Ludwigsburg	Landkreis Ludwigsburg	Baden-Württemberg
95364	Ludwigschorgast	Landkreis Kulmbach	Bayern
14974	Ludwigsfelde	Landkreis Teltow-Fläming	Brandenburg
67059	Ludwigshafen am Rhein		Rheinland-Pfalz
67061	Ludwigshafen am Rhein		Rheinland-Pfalz
67063	Ludwigshafen am Rhein		Rheinland-Pfalz
67065	Ludwigshafen am Rhein		Rheinland-Pfalz
67067	Ludwigshafen am Rhein		Rheinland-Pfalz
67069	Ludwigshafen am Rhein		Rheinland-Pfalz
67071	Ludwigshafen am Rhein		Rheinland-Pfalz
55278	Ludwigshöhe	Landkreis Mainz-Bingen	Rheinland-Pfalz
19288	Ludwigslust	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
96337	Ludwigsstadt	Landkreis Kronach	Bayern
66996	Ludwigswinkel	Landkreis Südwestpfalz	Rheinland-Pfalz
37635	Lüerdissen	Landkreis Holzminden	Niedersachsen
76848	Lug	Landkreis Südwestpfalz	Rheinland-Pfalz
09385	Lugau	Erzgebirgskreis	Sachsen
32676	Lügde	Kreis Lippe	Nordrhein-Westfalen
31711	Luhden	Landkreis Schaumburg	Niedersachsen
92706	Luhe-Wildenau	Landkreis Neustadt an der Waldnaab	Bayern
24816	Luhnstedt	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
99885	Luisenthal	Landkreis Gotha	Thüringen
97511	Lülsfeld	Landkreis Schweinfurt	Bayern
25774	Lunden	Kreis Dithmarschen	Schleswig-Holstein
54597	Lünebach	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
21335	Lüneburg	Landkreis Lüneburg	Niedersachsen
21337	Lüneburg	Landkreis Lüneburg	Niedersachsen
21339	Lüneburg	Landkreis Lüneburg	Niedersachsen
21391	Lüneburg	Landkreis Lüneburg	Niedersachsen
44532	Lünen	Kreis Unna	Nordrhein-Westfalen
44534	Lünen	Kreis Unna	Nordrhein-Westfalen
44536	Lünen	Kreis Unna	Nordrhein-Westfalen
48480	Lünne	Landkreis Emsland	Niedersachsen
16248	Lunow-Stolzenhagen	Landkreis Barnim	Brandenburg
09328	Lunzenau	Landkreis Mittelsachsen	Sachsen
92331	Lupburg	Landkreis Neumarkt in der Oberpfalz	Bayern
24850	Lürschau	Kreis Schleswig-Flensburg	Schleswig-Holstein
18442	Lüssow	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
18276	Lüssow	Landkreis Rostock	Mecklenburg-Vorpommern
67363	Lustadt	Landkreis Germersheim	Rheinland-Pfalz
21483	Lütau	Kreis Herzogtum Lauenburg	Schleswig-Holstein
26524	Lütetsburg	Landkreis Aurich	Niedersachsen
06295	Lutherstadt Eisleben	Landkreis Mansfeld-Südharz	Sachsen-Anhalt
24321	Lütjenburg	Kreis Plön	Schleswig-Holstein
25842	Lütjenholm	Kreis Nordfriesland	Schleswig-Holstein
22952	Lütjensee	Kreis Stormarn	Schleswig-Holstein
25585	Lütjenwestedt	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
17440	Lütow	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
37318	Lutter	Landkreis Eichsfeld	Thüringen
38729	Lutter am Barenberge	Landkreis Goslar	Niedersachsen
24235	Lutterbek	Kreis Plön	Schleswig-Holstein
19246	Lüttow-Valluhn	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
56290	Lütz	Landkreis Cochem-Zell	Rheinland-Pfalz
64750	Lützelbach	Odenwaldkreis	Hessen
06686	Lützen	Burgenlandkreis	Sachsen-Anhalt
56826	Lutzerath	Landkreis Cochem-Zell	Rheinland-Pfalz
25355	Lutzhorn	Kreis Pinneberg	Schleswig-Holstein
89440	Lutzingen	Landkreis Dillingen an der Donau	Bayern
54617	Lützkampen	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
19209	Lützow	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
56729	Luxem	Landkreis Mayen-Koblenz	Rheinland-Pfalz
17279	Lychen	Landkreis Uckermark	Brandenburg
56346	Lykershausen	Rhein-Lahn-Kreis	Rheinland-Pfalz
24975	Maasbüll	Kreis Schleswig-Flensburg	Schleswig-Holstein
27249	Maasen	Landkreis Diepholz	Niedersachsen
24404	Maasholm	Kreis Schleswig-Flensburg	Schleswig-Holstein
04827	Machern	Landkreis Leipzig	Sachsen
56290	Macken	Landkreis Mayen-Koblenz	Rheinland-Pfalz
67686	Mackenbach	Landkreis Kaiserslautern	Rheinland-Pfalz
37318	Mackenrode	Landkreis Eichsfeld	Thüringen
55758	Mackenrodt	Landkreis Birkenfeld	Rheinland-Pfalz
99441	Magdala	Landkreis Weimarer Land	Thüringen
39104	Magdeburg		Sachsen-Anhalt
39106	Magdeburg		Sachsen-Anhalt
39108	Magdeburg		Sachsen-Anhalt
39110	Magdeburg		Sachsen-Anhalt
39112	Magdeburg		Sachsen-Anhalt
39114	Magdeburg		Sachsen-Anhalt
39116	Magdeburg		Sachsen-Anhalt
39118	Magdeburg		Sachsen-Anhalt
39120	Magdeburg		Sachsen-Anhalt
39122	Magdeburg		Sachsen-Anhalt
39124	Magdeburg		Sachsen-Anhalt
39126	Magdeburg		Sachsen-Anhalt
39128	Magdeburg		Sachsen-Anhalt
39130	Magdeburg		Sachsen-Anhalt
71106	Magstadt	Landkreis Böblingen	Baden-Württemberg
77972	Mahlberg	Ortenaukreis	Baden-Württemberg
78601	Mahlstetten	Landkreis Tuttlingen	Baden-Württemberg
56459	Mähren	Westerwaldkreis	Rheinland-Pfalz
95695	Mähring	Landkreis Tirschenreuth	Bayern
88167	Maierhöfen	Landkreis Lindau	Bayern
86747	Maihingen	Landkreis Donau-Ries	Bayern
67487	Maikammer	Landkreis Südliche Weinstraße	Rheinland-Pfalz
63814	Mainaschaff	Landkreis Aschaffenburg	Bayern
97350	Mainbernheim	Landkreis Kitzingen	Bayern
84048	Mainburg	Landkreis Kelheim	Bayern
74535	Mainhardt	Landkreis Schwäbisch Hall	Baden-Württemberg
63533	Mainhausen	Landkreis Offenbach	Hessen
95336	Mainleus	Landkreis Kulmbach	Bayern
97320	Mainstockheim	Landkreis Kitzingen	Bayern
63477	Maintal	Main-Kinzig-Kreis	Hessen
55116	Mainz		Rheinland-Pfalz
55118	Mainz		Rheinland-Pfalz
55120	Mainz		Rheinland-Pfalz
55122	Mainz		Rheinland-Pfalz
55124	Mainz		Rheinland-Pfalz
55126	Mainz		Rheinland-Pfalz
